video_name,n_frames,k_frames,prompt_id
07February_2011_Monday_tagesschau-1616,173,41,7
23May_2010_Sunday_tagesschau-4334,94,21,1
06December_2011_Tuesday_tagesschau-6846,105,21,3
18April_2010_Sunday_tagesschau-6656,190,41,7
12September_2010_Sunday_tagesschau-3915,210,41,8
15December_2010_Wednesday_heute-6017,83,21,5
27July_2010_Tuesday_tagesschau-6056,112,21,6
10January_2011_Monday_tagesschau-6414,106,21,6
05January_2011_Wednesday_tagesschau-2252,34,9,5
17May_2010_Monday_tagesschau-8468,71,21,0
26August_2010_Thursday_tagesschau-4275,43,13,9
31May_2011_Tuesday_tagesschau-4300,101,21,1
22June_2011_Wednesday_heute-4385,176,41,7
07October_2012_Sunday_tagesschau-3037,188,41,4
19January_2011_Wednesday_tagesschau-7072,135,41,8
08July_2010_Thursday_tagesschau-5387,149,41,7
16December_2009_Wednesday_tagesschau-5916,140,41,4
29September_2011_Thursday_heute-4229,153,41,9
17May_2010_Monday_tagesschau-8478,97,21,1
07April_2011_Thursday_tagesschau-8096,99,21,1
10December_2011_Saturday_tagesschau-5416,90,21,8
06December_2011_Tuesday_tagesschau-6839,71,21,8
01May_2010_Saturday_tagesschau-7189,64,13,2
15September_2010_Wednesday_tagesschau-5206,118,21,6
16June_2010_Wednesday_heute-8328,43,13,8
30January_2010_Saturday_tagesschau-1698,118,21,4
24January_2010_Sunday_tagesschau-8715,70,21,1
23May_2010_Sunday_tagesschau-4344,133,41,5
18October_2010_Monday_heute-624,218,41,3
25July_2011_Monday_heute-8230,128,21,1
18April_2011_Monday_tagesschau-1318,158,41,2
29July_2010_Thursday_heute-7740,62,13,8
24January_2011_Monday_tagesschau-3717,31,9,4
27April_2010_Tuesday_tagesschau-4514,114,21,2
26November_2011_Saturday_tagesschau-5847,124,21,1
21August_2010_Saturday_tagesschau-8818,90,21,3
11July_2011_Monday_tagesschau-846,118,21,8
22December_2010_Wednesday_tagesschau-5064,126,21,8
26October_2010_Tuesday_tagesschau-5790,109,21,4
01June_2011_Wednesday_tagesschau-6951,140,41,5
20January_2010_Wednesday_heute-814,76,21,2
03August_2010_Tuesday_heute-7620,147,41,3
08July_2010_Thursday_tagesschau-5385,129,41,4
18May_2010_Tuesday_heute-3363,130,41,0
31January_2010_Sunday_tagesschau-1330,134,41,2
27November_2009_Friday_tagesschau-7330,111,21,1
24November_2011_Thursday_heute-218,141,41,8
30August_2011_Tuesday_heute-796,55,13,6
14July_2011_Thursday_heute-5861,113,21,9
27November_2011_Sunday_tagesschau-5151,75,21,2
